,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,-82.11494596426581,139.4731758132087,-42.410085153592405,24.794925877126,-11.597446469614956,23.47668212844403,-12.162761458488625,25.874770934856087,-9.377869811157364,21.19287823491442,-7.347200068501589,14.237734224620858,-8.658366725390083,7.7266606381864955,-10.116171993848246,3.2386624963878243,-11.33468734358528,2.782801420227642,-7.0352719252389635,3.8999211334233204,-2.320806261359936,2.0012650374301177,-2.781180365420042,4.1196371148964,-1.6145470592712357,4.319635767278288,-1.0284985498864536,-1.2458599560453758,-3.1065749966050697,0.31221309420852694,-1.7842859433323326,0.43504187072089984,-1.7877224472583282,-0.7647836765153249,-1.2364335104560753,-0.2792018508899396,0.6613982401246018,-0.5035752472431457,-2.606344111897635,-1.053488122093531
0,-15.769894612414982,124.14436573811102,-29.464481755075845,39.465406798381245,-23.525477601621976,16.5665033503326,-21.753030751489796,16.550500505995313,-16.992061929489317,4.484892792988517,-17.40991207414066,0.7476250272208671,-16.302595069505664,5.126007005268381,-10.57033022133248,2.926347833113081,-10.409501670855516,0.6554603769781862,-10.058880843743749,-1.7768178668031,-6.1123316421888365,5.6501063463981245,-4.66788249210536,-1.3638696263188939,-8.266523554082795,-2.3530878900499523,-4.808346522138224,-0.5008052904761464,-5.411291553757948,2.079240999745854,7.176433368487468,8.191639033718886,0.7628740934396281,0.3313217786099806,-2.2191956033284814,-3.1088533506984426,-5.727462354909643,0.8150765273177019,1.7271547454215115,-0.3391367278195506
0,-123.38022506442282,15.14309845263043,-50.0698976489086,7.1069873209997505,-26.792210775460283,-0.7313747859533423,-8.198512295277832,13.483008867700486,-11.354467185644072,19.91771308365305,-11.169656165731396,9.570815962618255,-8.242090995360785,4.564903740896682,-4.093113161056834,-0.1479994988015123,-9.241013448348028,12.845337760333084,-6.743978896901863,0.15817128995464388,-5.5663742951363435,6.807616778228019,-7.421105402452914,6.696950643688215,0.9037230436753364,7.938346544098111,-7.786358401129232,4.731716761595429,-5.898917791462513,-0.5265619424957523,-2.8774270891183296,3.7333247632498674,-4.363531545989789,5.6084131579293945,-4.860902022824173,1.872828138822887,-3.8741658233511345,1.5569608916560538,-3.9884389274814085,3.23376594388665
0,-213.30328286853106,89.27180753632315,-55.243235657784986,12.609628297771643,-47.744965920271206,14.717025372649422,19.0706971180567,15.946990851281306,-0.34126392431751457,-3.8595450805513196,-5.6929302248803255,14.530308887165756,7.356617369635944,2.7422048158837917,-12.188368331352232,-7.549802006149088,-1.0936922637865603,-8.32422222423766,11.332252744493436,13.073374659845214,-12.448390782939617,-17.748101847492748,0.03388685295145641,2.1231083653969787,5.2305043255218395,9.590137307579909,-3.751534377231169,-2.240111019690594,-6.737786681386068,-8.652933666212334,12.041227609005995,-4.861498431620108,-5.189272675409521,1.1070506480115572,-2.283304771298262,5.858487368601842,1.1952023178315456,7.467009379833847,-1.7940507391933553,-15.008297180797209
0,-237.93349628536643,135.89185605632835,39.25880357130636,21.236063524777663,9.535998524332932,13.897234097952905,-3.981419251389317,12.49184701044955,-2.598736382211927,6.06931371950812,2.231609930390404,4.167955262135081,-1.9084390832155935,2.302178678777879,-2.6660000767038956,-0.6649035955666497,4.50337682744571,3.7802895971912065,3.381731827844889,1.6086473803185477,-0.5325212030455811,-0.2002218101735371,0.6208437029538943,3.2037428366129745,1.3335939440793603,0.10529646763798216,0.9147313494893342,-2.267457425265392,-0.5365123744144691,0.1912334984279498,0.5349998247240997,-0.3067491909761525,0.5316915937919807,-0.5099094550427583,1.7459992865254084,1.1134156227284733,2.7562160366929978,2.1608039787117685,0.6327729346774571,0.6991923566479178
0,-250.34108172563796,127.98385184978144,-47.52467834595501,25.631313427173048,-26.681210646033634,13.630952016643596,-4.052887786831944,5.14444461206126,7.787666420985376,10.527427992119268,-6.313144474984022,3.0321922121694684,1.3127981682371719,10.917856909325264,-1.873657343099009,11.127878635290863,-1.551315081236765,1.3492949535291703,-6.014496050513675,0.305126656644869,-0.4470585276081995,3.0876908171227067,1.7484184768234359,2.596843346801349,0.42338098775729416,3.4923473089901895,0.5527884287008513,-0.8337217678504079,-0.9033517370720873,-0.7959001729425063,-1.0858640812194065,-2.6071026150112524,-0.2913186513992487,-1.2991244484481723,-3.696769021502523,-2.6500993621050495,-1.251890501493131,-4.791389386152356,-3.7012945771693087,-3.5863863208118403
0,-203.95972383187342,83.92599994132763,-66.7112660062501,18.51208620626981,-20.554964633850275,1.8902439784766327,-6.09687161811338,15.701577476511053,-6.909841432607619,11.405268258437582,-5.797215775422594,6.466166905626504,-3.8929029708652085,11.929357033640459,-9.48319370088536,14.040970038612153,-3.0961201686985063,5.183419011326764,-3.443618860560391,-0.4479567946895362,2.2265139419737054,3.367208972018479,-6.841349306208603,3.865467465404056,-6.731459601594687,3.9211757771604536,2.318867216237992,2.2881307035516834,1.6184445436446038,-5.62532405962177,0.22021939308321328,4.337398546552877,-5.695251441957898,4.0444943807581275,0.5627833063484239,-0.20337880847019543,2.3163534878791454,-7.421670749487962,1.889979375138124,3.585924239532366
0,-55.37374138153984,22.71918550798776,-46.029977536229005,8.937947181279961,-29.7484165125073,22.046647661960538,-22.48924835406779,0.8143735436287233,-23.20999178716458,-2.0072306911896156,-23.203224392831384,3.2966478039584564,-18.324193713542734,-0.8403239780965727,-7.968929681909596,3.483386187900619,-5.97298788246739,9.469669244543173,-2.9143708867685345,14.883781244654385,1.552067453269869,8.83336523251934,-2.5698145410118824,1.681045587608011,-1.4936427608019593,5.215107371115736,-3.0902289807383925,-0.8294288136083622,-6.601122242855212,-0.26105088560461265,-3.271223429801717,-0.4625250665909462,-9.608261543686066,-2.0911265919566575,-3.061795224865679,5.293222925263186,-1.2918105169428948,3.74238617950507,4.791966597178956,6.350680446211469
0,-110.15677926685697,91.11431966585926,-137.30928066639686,56.95751905215457,-42.423880477188824,18.220679815868326,-31.81109133879452,7.918217857529113,-16.430177850775802,-3.3759845587350172,-14.30745951941357,2.4595527282099425,-2.025949078609104,2.540922049179578,2.1936851967410065,2.4772705478021653,0.3955812265272124,-3.3309098627486606,3.1061317587571877,-4.711184243936277,5.091120182901771,-6.264703750378094,6.424634647727165,-0.8763311908952676,1.4922425650319726,0.5627855616631008,0.8591383207284524,0.7391778779468205,-0.29036375023772837,1.1300557566635632,-1.3699164323970783,4.224796144235303,-3.727133938365157,3.3604804978907867,-2.5006526419898005,3.127547339447209,-1.8881631620945962,1.8240247629529573,0.31807845941739676,-0.03261009169667364
0,-337.7629212166683,140.76762530009967,-15.497828051660827,17.62204268684691,8.224373295268535,14.843215655703391,-12.83237870395159,17.521195469933314,-12.009811150524014,5.563282412173497,-14.808290939965868,2.987942834036397,-12.047431539458035,5.2419208946327105,-1.565361216434888,18.814078512977023,3.6883225429939173,8.527784914048835,-6.978772351857789,-0.7367001910267663,-8.901670233361115,2.917680462149793,-2.2460556315967892,0.35199424836285664,-5.378263960067634,-1.5434449841216202,-4.027754909635798,-0.6387826849961323,-4.782548565189971,-0.40511497403157387,-0.27741298274037296,3.7120675913657233,1.2692043588584103,1.3849525701694436,-2.267712722530445,-2.1424008411459172,-1.648516751059739,0.03869740310606578,-1.9732591408512674,-0.6825412842005549
